sigma,omega,fdm_s1,fdm_cut_N1,fdm_cut_N3,fdm_full,M_cut_N1,binds_N1,M_cut_N3,binds_N3,file
6493.81632,1.21152766,0.0154107191562055,0.010368147024879959,0.010354642481844709,0.010373512957535825,2522481.0,abundance,1756969.0,abundance,sigma6493.81632_W1.21152766_l1e-04_h1e+06.txt
6493.81632,13.3352143,0.0170553881032922,0.03899274327353414,0.03412531108904311,0.04300766570715721,3374076000.0,abundance,1478168000.0,abundance,sigma6493.81632_W13.3352143_l1e-04_h1e+06.txt
6493.81632,146.779927,0.0170409594248972,0.04630457273191387,0.03651615126748391,0.06794898371790307,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W146.779927_l1e-04_h1e+06.txt
6493.81632,1.95734178,0.0182606784710665,0.014020616884449968,0.014020616884449968,0.014048934037665092,11000490.0,abundance,11000490.0,abundance,sigma6493.81632_W1.95734178_l1e-04_h1e+06.txt
6493.81632,21.5443469,0.017046426422071,0.04575907460577839,0.03824666428781047,0.05868303150376987,7701688000.0,abundance,3374076000.0,abundance,sigma6493.81632_W21.5443469_l1e-04_h1e+06.txt
6493.81632,237.137371,0.0170405504281487,0.046294885687423744,0.03652104497370151,0.0677424394867235,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W237.137371_l1e-04_h1e+06.txt
6493.81632,3.16227766,0.01801203227659,0.018304519551224346,0.018304519551224346,0.01842837610058278,47144960.0,abundance,47144960.0,abundance,sigma6493.81632_W3.16227766_l1e-04_h1e+06.txt
6493.81632,34.8070059,0.0170458024413659,0.04718439605869729,0.03643286430016478,0.0677330605750851,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W34.8070059_l1e-04_h1e+06.txt
6493.81632,383.118685,0.0170397289630311,0.046170656051430364,0.03653319128479976,0.0673634210463126,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W383.118685_l1e-04_h1e+06.txt
6493.81632,5.10896977,0.0173413806030256,0.02344553101107614,0.02344553101107614,0.023965788503653922,187778600.0,abundance,187778600.0,abundance,sigma6493.81632_W5.10896977_l1e-04_h1e+06.txt
6493.81632,56.2341325,0.0170444324444912,0.04591556618407716,0.0363185491855327,0.06729736547717666,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W56.2341325_l1e-04_h1e+06.txt
6493.81632,618.965819,0.0170402940177634,0.04626938211980443,0.0365215506191212,0.06731212586692818,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W618.965819_l1e-04_h1e+06.txt
6493.81632,8.25404185,0.017107074603785,0.030467939694699166,0.029448739238042327,0.03155709232338163,978381500.0,abundance,647578900.0,abundance,sigma6493.81632_W8.25404185_l1e-04_h1e+06.txt
6493.81632,90.8517576,0.0170421667083063,0.04613979236335709,0.03643370642833714,0.06779278416827071,11635940000.0,abundance,3374076000.0,abundance,sigma6493.81632_W90.8517576_l1e-04_h1e+06.txt
653.3438,0.1444747,1.2730494557177275e-06,8.509622250134628e-07,8.506798338135894e-07,8.511182459291434e-07,100.3673,abundance,77.38641,abundance,sigma653.3438_W0.1444747_l1e-04_h1e+06.txt
658.095,3.43326,0.0037502366625165,0.0027287884707678017,0.0027287884707678017,0.0027435179062950342,4903847.0,abundance,4903847.0,abundance,sigma658.095_W3.43326_l1e-02_h1e+06.txt
658.7192,6.90544,0.0057705782913982,0.006980846449361232,0.006902850082048813,0.007039707762379626,58150870.0,abundance,38848400.0,abundance,sigma658.7192_W6.90544_l1e-04_h1e+06.txt
658.8582,0.01,3.4337473569505613e-12,3.3074850163944063e-12,3.302050439935763e-12,3.3129077585717546e-12,0.003239634,abundance,0.002771317,abundance,sigma658.8582_W0.01_l1e-04_h1e+06.txt
66.43145,15.79063,8.343056431107643e-05,0.0001989706861480155,0.00016324929959099006,0.00023308126415122626,23620130.0,abundance,10410130.0,abundance,sigma66.43145_W15.79063_l1e-04_h1e+06.txt
66.6084629,0.0140300372,1.3177386092285333e-19,1.1983677611890213e-19,1.1983677611890213e-19,1.1983677611890213e-19,0.2304913,array_max,0.2304913,array_max,sigma66.6084629_W0.0140300372_l1e-04_h1e+06.txt
666.084629,0.0140300372,3.1169136594072566e-11,2.269474021683031e-11,2.265815692337502e-11,2.2707625006023068e-11,0.01512085,abundance,0.01077311,abundance,sigma666.084629_W0.0140300372_l1e-04_h1e+06.txt
66.6084629,0.0196841945,3.1362559019420738e-18,2.1499825733799456e-18,2.1499825733799456e-18,2.1499825733799456e-18,0.8905355,array_max,0.8905355,array_max,sigma66.6084629_W0.0196841945_l1e-04_h1e+06.txt
666.084629,0.0196841945,1.7854559788620138e-10,1.2198869210719165e-10,1.2192460604615527e-10,1.2204998690243723e-10,0.05416052,abundance,0.0451122,abundance,sigma666.084629_W0.0196841945_l1e-04_h1e+06.txt
66.6084629,0.01,5.779156203962992e-21,1.1979229919645728e-20,1.1979229919645728e-20,1.1979229919645728e-20,0.05932804,array_max,0.05932804,array_max,sigma66.6084629_W0.01_l1e-04_h1e+06.txt
666.084629,0.01,3.677893333610738e-12,3.547083062748631e-12,3.5411128659835965e-12,3.5530342094335775e-12,0.003263584,abundance,0.002791486,abundance,sigma666.084629_W0.01_l1e-04_h1e+06.txt
66.6084629,0.0276169981,2.148700554375469e-17,1.4468376672348666e-17,1.4468376672348666e-17,1.4468376672348666e-17,3.414617,array_max,3.414617,array_max,sigma66.6084629_W0.0276169981_l1e-04_h1e+06.txt
666.084629,0.0276169981,1.09904685062926e-09,7.375223024308748e-10,7.371838961876893e-10,7.377534416005127e-10,0.204249,abundance,0.1678842,abundance,sigma666.084629_W0.0276169981_l1e-04_h1e+06.txt
66.6084629,0.0387467512,3.865017382989321e-16,2.586153435158772e-16,2.586153435158772e-16,2.586153435158772e-16,12.99427,array_max,12.99427,array_max,sigma66.6084629_W0.0387467512_l1e-04_h1e+06.txt
666.084629,0.0387467512,5.627895098273242e-09,3.764137062875037e-09,3.761181381625545e-09,3.76480883281671e-09,0.812638,abundance,0.5346483,abundance,sigma666.084629_W0.0387467512_l1e-04_h1e+06.txt
66.6084629,0.0543618362,3.933062873445657e-15,2.63285986341609e-15,2.63285986341609e-15,2.63285986341609e-15,49.09841,array_max,49.09841,array_max,sigma66.6084629_W0.0543618362_l1e-04_h1e+06.txt
666.084629,0.0543618362,2.5866285625765875e-08,1.7288342653751476e-08,1.7282300751944987e-08,1.729179355348917e-08,2.71505,abundance,2.173665,abundance,sigma666.084629_W0.0543618362_l1e-04_h1e+06.txt
66.6084629,0.0762698586,2.8733635329166447e-14,1.9216447020762508e-14,1.9216447020762508e-14,1.9216447020762508e-14,184.5892,array_max,184.5892,array_max,sigma66.6084629_W0.0762698586_l1e-04_h1e+06.txt
666.084629,0.0762698586,1.1050875703505829e-07,7.38516229545384e-08,7.382522846116052e-08,7.386811418031967e-08,9.255831,abundance,7.313582,abundance,sigma666.084629_W0.0762698586_l1e-04_h1e+06.txt
66.6084629,0.107006896,3.153603600418874e-13,3.192157336323068e-14,2.1108121827534286e-13,2.1108121827534286e-13,0.0754104,abundance,688.3323,array_max,sigma66.6084629_W0.107006896_l1e-04_h1e+06.txt
666.084629,0.107006896,4.494098985457551e-07,3.003796429029671e-07,3.002623415721495e-07,3.004440443141366e-07,32.20682,abundance,25.11856,abundance,sigma666.084629_W0.107006896_l1e-04_h1e+06.txt
66.6084629,0.150131073,2.350815014737921e-12,5.511843364049902e-13,1.4357568091255705e-13,1.5742780716331414e-12,0.5299041,abundance,0.1631475,abundance,sigma66.6084629_W0.150131073_l1e-04_h1e+06.txt
666.084629,0.150131073,1.6007151280319789e-06,1.0699626756151561e-06,1.0695660481376854e-06,1.070174679198399e-06,114.9027,abundance,88.45361,abundance,sigma666.084629_W0.150131073_l1e-04_h1e+06.txt
66.6084629,0.210634454,1.5001151791263217e-11,5.06665105772062e-12,2.9727854455611066e-12,1.0040224652182287e-11,2.585868,abundance,1.225825,abundance,sigma66.6084629_W0.210634454_l1e-04_h1e+06.txt
666.084629,0.210634454,5.254086270860815e-06,3.5122848190787282e-06,3.5110361460276984e-06,3.512873719507044e-06,417.6298,abundance,317.363,abundance,sigma666.084629_W0.210634454_l1e-04_h1e+06.txt
66.6084629,0.295520924,1.1116857952089347e-10,5.051026024152019e-11,3.7423747136502046e-11,7.444966866012032e-11,13.63857,abundance,8.076024,abundance,sigma66.6084629_W0.295520924_l1e-04_h1e+06.txt
666.084629,0.295520924,1.600597103075136e-05,1.0700826517566613e-05,1.0697677703649024e-05,1.0702293191200764e-05,1542.517,abundance,1157.25,abundance,sigma666.084629_W0.295520924_l1e-04_h1e+06.txt
66.6084629,0.414616956,6.357865108618533e-10,3.307780022867793e-10,2.562501281889949e-10,4.258797820999095e-10,58.33981,abundance,33.65917,abundance,sigma66.6084629_W0.414616956_l1e-04_h1e+06.txt
666.084629,0.414616956,4.432744545790249e-05,2.9629500766827148e-05,2.9629500766827148e-05,2.963993117955132e-05,4324.638,abundance,4324.638,abundance,sigma666.084629_W0.414616956_l1e-04_h1e+06.txt
66.6084629,0.581709133,3.157693072862468e-09,1.7679794550330437e-09,1.4538660213418794e-09,2.114607096517037e-09,263.3942,abundance,148.0577,abundance,sigma66.6084629_W0.581709133_l1e-04_h1e+06.txt
666.084629,0.581709133,0.0001120824602263,7.492416467662236e-05,7.48797592595487e-05,7.494347291633496e-05,16416.47,abundance,12006.22,abundance,sigma666.084629_W0.581709133_l1e-04_h1e+06.txt
66.6084629,0.816140079,1.6664636841494454e-08,9.695087564000258e-09,8.949671412816136e-09,1.1163976403019628e-08,912.2729,abundance,675.2651,abundance,sigma66.6084629_W0.816140079_l1e-04_h1e+06.txt
666.084629,0.816140079,0.0002629360814545,0.00017570251277761406,0.00017570251277761406,0.00017581138478653228,46186.4,abundance,46186.4,abundance,sigma666.084629_W0.816140079_l1e-04_h1e+06.txt
66.6084629,1000.0,0.0001085680285737,0.008548299111772163,0.00483797598566947,0.022478979943765694,5183525000.0,abundance,1513145000.0,abundance,sigma66.6084629_W1000.0_l1e-04_h1e+06.txt
666.084629,1000.0,0.0065384378912643,0.0392090075001559,0.02951568841838339,0.06080862508742848,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W1000.0_l1e-04_h1e+06.txt
66.6084629,1.14504757,7.234330070988863e-08,4.29286684671769e-08,4.005289413123017e-08,4.8468549376530346e-08,3242.873,abundance,2369.815,abundance,sigma66.6084629_W1.14504757_l1e-04_h1e+06.txt
666.084629,1.14504757,0.0005702713332068,0.00038113944786730814,0.0003807621195961323,0.00038130179462561944,180280.1,abundance,128560.3,abundance,sigma666.084629_W1.14504757_l1e-04_h1e+06.txt
66.6084629,12.2527986,7.13649554435715e-05,0.00011217984447153401,9.364721552247304e-05,0.00012737766754208077,11568310.0,abundance,5190141.0,abundance,sigma66.6084629_W12.2527986_l1e-04_h1e+06.txt
666.084629,12.2527986,0.0063631304243305,0.013150118402952294,0.012804169162975183,0.013541914743022116,284807900.0,abundance,188561500.0,abundance,sigma666.084629_W12.2527986_l1e-04_h1e+06.txt
66.6084629,131.113394,0.0001081696372208,0.005136977663922292,0.0030358086977271543,0.011821873432781509,2281018000.0,abundance,665861700.0,abundance,sigma66.6084629_W131.113394_l1e-04_h1e+06.txt
666.084629,131.113394,0.0065372745655261,0.04019797708772311,0.029884800504179024,0.06130445777906442,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W131.113394_l1e-04_h1e+06.txt
66.6084629,1.606506,2.8078872428242693e-07,1.6930093385560358e-07,1.581649689301451e-07,1.881057584598639e-07,11824.25,abundance,8530.894,abundance,sigma66.6084629_W1.606506_l1e-04_h1e+06.txt
666.084629,1.606506,0.0011287357376317,0.0007539251865243887,0.0007523823504006184,0.0007547030773499815,502362.6,abundance,353819.6,abundance,sigma666.084629_W1.606506_l1e-04_h1e+06.txt
66.6084629,17.190722,8.737695381665909e-05,0.00023470079933172485,0.00021238468157880425,0.00028809299219756526,24968830.0,abundance,16563420.0,abundance,sigma66.6084629_W17.190722_l1e-04_h1e+06.txt
666.084629,17.190722,0.0064690221596726,0.017961495824391393,0.017227863234001866,0.019136405461067152,649755400.0,abundance,430180700.0,abundance,sigma666.084629_W17.190722_l1e-04_h1e+06.txt
66.6084629,183.95258,0.0001083834838654,0.0065719786387868,0.003807508712861342,0.015824539797884948,3438563000.0,abundance,1003766000.0,abundance,sigma66.6084629_W183.95258_l1e-04_h1e+06.txt
666.084629,183.95258,0.0065380449023195,0.03968043047367731,0.029690905030364572,0.06113478742458703,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W183.95258_l1e-04_h1e+06.txt
66.6084629,2.2539339,1.0643004234938957e-06,6.575579645853288e-07,5.725760528932509e-07,7.130945177157116e-07,43367.49,abundance,22014.04,abundance,sigma66.6084629_W2.2539339_l1e-04_h1e+06.txt
666.084629,2.2539339,0.0020964058226074,0.0014057933867727696,0.0014004856714161147,0.0014089681059563466,1399617.0,abundance,973598.5,abundance,sigma666.084629_W2.2539339_l1e-04_h1e+06.txt
66.6084629,24.118647,9.713941821809524e-05,0.000504743409716071,0.0004087102120532758,0.000614376899079307,85534810.0,abundance,37639720.0,abundance,sigma66.6084629_W24.118647_l1e-04_h1e+06.txt
666.084629,24.118647,0.0065003288274394,0.023561121896831662,0.022216642824536725,0.026530936553308297,1482340000.0,abundance,981406300.0,abundance,sigma666.084629_W24.118647_l1e-04_h1e+06.txt
66.6084629,258.086154,0.0001084551090988,0.008201493203336529,0.004714083859625732,0.01867103459745958,5183525000.0,abundance,1513145000.0,abundance,sigma66.6084629_W258.086154_l1e-04_h1e+06.txt
666.084629,258.086154,0.0065384546516452,0.03941690220318128,0.029561399491926096,0.060918205877518686,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W258.086154_l1e-04_h1e+06.txt
66.6084629,3.16227766,3.504572529683e-06,2.0977937353217644e-06,1.957094490555853e-06,2.349083017770664e-06,114784.6,abundance,80760.12,abundance,sigma66.6084629_W3.16227766_l1e-04_h1e+06.txt
666.084629,3.16227766,0.0034819198439231,0.002462636458261997,0.002462636458261997,0.002474093538270611,3868073.0,abundance,3868073.0,abundance,sigma666.084629_W3.16227766_l1e-04_h1e+06.txt
66.6084629,33.8385515,0.000102570360524,0.0009439945207296595,0.0007429461558092597,0.0012483670936475797,194374500.0,abundance,85534810.0,abundance,sigma66.6084629_W33.8385515_l1e-04_h1e+06.txt
666.084629,33.8385515,0.0065170826315304,0.03012089915398117,0.025714503287351163,0.03626549884766257,3381783000.0,abundance,1482340000.0,abundance,sigma666.084629_W33.8385515_l1e-04_h1e+06.txt
66.6084629,362.095835,0.0001085270712403,0.008395148898706113,0.004780379783792801,0.020778867042193446,5183525000.0,abundance,1513145000.0,abundance,sigma66.6084629_W362.095835_l1e-04_h1e+06.txt
666.084629,362.095835,0.0065385651872435,0.03936134664614538,0.02954236585150095,0.060889007400131756,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W362.095835_l1e-04_h1e+06.txt
66.6084629,4.43668733,1.0455019002827372e-05,6.513447190508664e-06,6.115980494602947e-06,7.129717671189311e-06,433953.1,abundance,301539.1,abundance,sigma66.6084629_W4.43668733_l1e-04_h1e+06.txt
666.084629,4.43668733,0.0047647569014098,0.00401553802383767,0.003993385561998981,0.00402918455071918,15683260.0,abundance,10644540.0,abundance,sigma666.084629_W4.43668733_l1e-04_h1e+06.txt
66.6084629,47.4756138,0.000105467278623,0.0016489883126737717,0.0012685850587773086,0.002421086464604854,441708600.0,abundance,194374500.0,abundance,sigma66.6084629_W47.4756138_l1e-04_h1e+06.txt
666.084629,47.4756138,0.0065271298759232,0.037887326944503925,0.028664610637014403,0.04785096846479337,7715137000.0,abundance,2238962000.0,abundance,sigma666.084629_W47.4756138_l1e-04_h1e+06.txt
66.6084629,508.021805,0.0001085445935741,0.008478347318204776,0.0048139239618820336,0.02166059584093531,5183525000.0,abundance,1513145000.0,abundance,sigma66.6084629_W508.021805_l1e-04_h1e+06.txt
666.084629,508.021805,0.0065386700971927,0.03924594649974652,0.029528810218087703,0.06079976243474262,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W508.021805_l1e-04_h1e+06.txt
66.6084629,6.22468884,2.6473963861043353e-05,1.810105694844556e-05,1.680303519879721e-05,2.0406929996187178e-05,1137430.0,abundance,780718.6,abundance,sigma66.6084629_W6.22468884_l1e-04_h1e+06.txt
666.084629,6.22468884,0.005670682100357,0.006258207476691145,0.006198734910316074,0.006301229075401854,43091510.0,abundance,28895170.0,abundance,sigma666.084629_W6.22468884_l1e-04_h1e+06.txt
66.6084629,66.6084629,0.0001070055762738,0.002793847078364225,0.0017863705664976665,0.004513096629358227,1003766000.0,abundance,293013500.0,abundance,sigma66.6084629_W66.6084629_l1e-04_h1e+06.txt
666.084629,66.6084629,0.0065319504953171,0.03806751556088141,0.03097414643584971,0.05717003221994737,7715137000.0,abundance,3381783000.0,abundance,sigma666.084629_W66.6084629_l1e-04_h1e+06.txt
66.6084629,712.756483,0.0001085787632003,0.008521383162890916,0.004827598313781042,0.022182085746197955,5183525000.0,abundance,1513145000.0,abundance,sigma66.6084629_W712.756483_l1e-04_h1e+06.txt
666.084629,712.756483,0.0065385284812947,0.039214746874933426,0.02952007061339077,0.06079711802368302,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W712.756483_l1e-04_h1e+06.txt
66.6084629,8.73326162,4.883654990217893e-05,4.760366714239725e-05,4.0929999947108094e-05,5.238153649993604e-05,4417032.0,abundance,2030295.0,abundance,sigma66.6084629_W8.73326162_l1e-04_h1e+06.txt
666.084629,8.73326162,0.0061650135343051,0.009324690108194717,0.009179709078853519,0.00944647318121503,117619600.0,abundance,77927450.0,abundance,sigma666.084629_W8.73326162_l1e-04_h1e+06.txt
66.6084629,93.4519215,0.0001077135661265,0.003870623781181864,0.0028130632753040185,0.007717968333465835,1513145000.0,abundance,665861700.0,abundance,sigma66.6084629_W93.4519215_l1e-04_h1e+06.txt
666.084629,93.4519215,0.0065354518019325,0.041344326591385615,0.030433426354476448,0.06111289857944005,11653130000.0,abundance,3381783000.0,abundance,sigma666.084629_W93.4519215_l1e-04_h1e+06.txt
66.64234,0.1408139,1.4830020896436945e-12,2.9015529177477394e-13,6.549792097618833e-14,9.929350202532907e-13,0.3573693,abundance,0.08821343,abundance,sigma66.64234_W0.1408139_l1e-04_h1e+06.txt
66.9119,0.01,6.22343199126369e-21,1.2737485187439515e-20,1.2737485187439515e-20,1.2737485187439515e-20,0.05942626,array_max,0.05942626,array_max,sigma66.9119_W0.01_l1e-04_h1e+06.txt
6812.92069,0.016155981,9.602398220857948e-06,6.751941105768365e-06,6.7519378175945874e-06,6.751942277412261e-06,0.6869631,abundance,0.5630434,abundance,sigma6812.92069_W0.016155981_l1e-04_h1e+06.txt
6812.92069,0.01,1.7736129079040893e-06,1.4456339603126595e-06,1.445633436743058e-06,1.445634173323058e-06,0.1134218,abundance,0.09470597,abundance,sigma6812.92069_W0.01_l1e-04_h1e+06.txt
6812.92069,0.0261015722,4.024819170439032e-05,2.724898580820808e-05,2.7248973985918963e-05,2.7248989173831746e-05,4.468144,abundance,3.595099,abundance,sigma6812.92069_W0.0261015722_l1e-04_h1e+06.txt
6812.92069,0.0421696503,0.000139891142444,9.379613147178379e-05,9.379602167177391e-05,9.379616192854949e-05,24.41331,abundance,19.28241,abundance,sigma6812.92069_W0.0421696503_l1e-04_h1e+06.txt
6812.92069,0.0681292069,0.0004124537513303,0.00027579879188555697,0.0002757981136222626,0.00027579899212151965,137.9011,abundance,106.953,abundance,sigma6812.92069_W0.0681292069_l1e-04_h1e+06.txt
6812.92069,0.110069417,0.0010400862078225,0.0006948895135046916,0.0006948862956903346,0.0006948902949554778,803.751,abundance,612.0759,abundance,sigma6812.92069_W0.110069417_l1e-04_h1e+06.txt
6812.92069,0.177827941,0.0022649070748632,0.0015127106912319551,0.0015127106912319551,0.0015127255030295801,3591.327,abundance,3591.327,abundance,sigma6812.92069_W0.177827941_l1e-04_h1e+06.txt
6812.92069,0.287298483,0.0043216761659445,0.0028859842003488333,0.0028858386185599927,0.002886021705325559,21665.42,abundance,15912.35,abundance,sigma6812.92069_W0.287298483_l1e-04_h1e+06.txt
6812.92069,0.464158883,0.0073198287738215,0.004887532508643887,0.004887532508643887,0.0048879351616077146,95599.96,abundance,95599.96,abundance,sigma6812.92069_W0.464158883_l1e-04_h1e+06.txt
6812.92069,0.749894209,0.0112248488541267,0.007494893465210924,0.007492371415880325,0.007495716245511838,596159.5,abundance,422551.1,abundance,sigma6812.92069_W0.749894209_l1e-04_h1e+06.txt
6812.92069,1000.0,0.0171802489709753,0.04639907284096057,0.03658602804653271,0.06743802586301174,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W1000.0_l1e-04_h1e+06.txt
6812.92069,1.21152766,0.0157890341130773,0.010635058478145755,0.010620495157617621,0.010640878549861902,2620722.0,abundance,1825272.0,abundance,sigma6812.92069_W1.21152766_l1e-04_h1e+06.txt
6812.92069,13.3352143,0.0171941353908734,0.03919860589944773,0.034202186580156425,0.04356761177005428,3383397000.0,abundance,1483214000.0,abundance,sigma6812.92069_W13.3352143_l1e-04_h1e+06.txt
6812.92069,146.779927,0.01718041114648,0.04633718486561494,0.03659067593650522,0.06797579659425927,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W146.779927_l1e-04_h1e+06.txt
6812.92069,1.95734178,0.0184756591626199,0.014292735903454735,0.014292735903454735,0.014323151637994093,11429200.0,abundance,11429200.0,abundance,sigma6812.92069_W1.95734178_l1e-04_h1e+06.txt
6812.92069,21.5443469,0.017188242873474,0.045791264219619,0.03825308222385111,0.059292120551732136,7717954000.0,abundance,3383397000.0,abundance,sigma6812.92069_W21.5443469_l1e-04_h1e+06.txt
6812.92069,237.137371,0.0171803331350373,0.04635092597794334,0.03664419375694625,0.06779609106070685,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W237.137371_l1e-04_h1e+06.txt
6812.92069,3.16227766,0.0181296506273226,0.018585992403258145,0.018585992403258145,0.018716333322260213,49277290.0,abundance,49277290.0,abundance,sigma6812.92069_W3.16227766_l1e-04_h1e+06.txt
6812.92069,34.8070059,0.0171828339808593,0.04717030781126712,0.03650288203128423,0.0678276254581309,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W34.8070059_l1e-04_h1e+06.txt
6812.92069,383.118685,0.0171804749332086,0.046311690333431396,0.036615394176363975,0.06727649287880322,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W383.118685_l1e-04_h1e+06.txt
6812.92069,5.10896977,0.0174610356860304,0.023697297677471533,0.023697297677471533,0.02429222892306123,188725700.0,abundance,188725700.0,abundance,sigma6812.92069_W5.10896977_l1e-04_h1e+06.txt
6812.92069,56.2341325,0.0171797694245327,0.04600992819224692,0.03641678908053437,0.06736423223635674,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W56.2341325_l1e-04_h1e+06.txt
6812.92069,618.965819,0.0171801795385959,0.04640273057530038,0.03659572503191255,0.06740239727509044,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W618.965819_l1e-04_h1e+06.txt
6812.92069,8.25404185,0.0172366574195551,0.03073521954501532,0.02964144103025191,0.031952638261040854,982040200.0,abundance,650211600.0,abundance,sigma6812.92069_W8.25404185_l1e-04_h1e+06.txt
6812.92069,90.8517576,0.0171802912173882,0.04624106077878584,0.036527323584247415,0.06787520031777686,11656730000.0,abundance,3383397000.0,abundance,sigma6812.92069_W90.8517576_l1e-04_h1e+06.txt
68.15617,0.01047276,1.4793728220573115e-20,2.3416375519421674e-20,2.3416375519421674e-20,2.3416375519421674e-20,0.07343054,array_max,0.07343054,array_max,sigma68.15617_W0.01047276_l1e-04_h1e+06.txt
682.4794,2.848265,0.0031523252503998,0.0021743724500104577,0.0021743724500104577,0.0021823082504875677,2918007.0,abundance,2918007.0,abundance,sigma682.4794_W2.848265_l1e-02_h1e+06.txt
68.3088,0.1599436,4.205891924111377e-12,1.409224643637766e-12,5.955020975857131e-13,2.8161856448963435e-12,1.011955,abundance,0.3898505,abundance,sigma68.3088_W0.1599436_l1e-04_h1e+06.txt
6.850067,113.1571,1.3014732874307172e-08,9.148791897649766e-06,9.148791897649766e-06,9.288965260585576e-06,15000000000.0,mass_ratio,15000000000.0,mass_ratio,sigma6.850067_W113.1571_l1e-04_h1e+06.txt
686.518,2.140822,0.0020421983746348,0.0013672511087300606,0.0013626773350963078,0.0013699612426545376,1244808.0,abundance,867883.5,abundance,sigma686.518_W2.140822_l1e-02_h1e+06.txt
689.0858,0.2137298,6.351088765902955e-06,4.245433589030307e-06,4.243959479685727e-06,4.2461621146575725e-06,452.2775,abundance,343.6527,abundance,sigma689.0858_W0.2137298_l1e-02_h1e+06.txt
6901.225,0.01,1.8604811945881936e-06,1.517558947253904e-06,1.5175583926874174e-06,1.517559178077804e-06,0.1143744,abundance,0.09549079,abundance,sigma6901.225_W0.01_l1e-04_h1e+06.txt
6954.026,0.04655114,0.0001861515481498,0.00012471704409410566,0.00012471680425344095,0.00012471711316032328,33.58277,abundance,26.40922,abundance,sigma6954.026_W0.04655114_l1e-04_h1e+06.txt
6992.16,0.04602286,0.0001840523672341,0.00012332299428848828,0.000123322766140812,0.00012332305902324552,32.53948,abundance,25.59882,abundance,sigma6992.16_W0.04602286_l1e-02_h1e+06.txt
699.5509,1.008807,0.0004881028344219,0.00032624433429721773,0.0003259944154640675,0.00032635223008666925,126612.3,abundance,90634.84,abundance,sigma699.5509_W1.008807_l1e-02_h1e+06.txt
700.8702,0.01,4.93225502360258e-12,4.7988120519185644e-12,4.794107053224075e-12,4.803257135524897e-12,0.00395144,abundance,0.003378034,abundance,sigma700.8702_W0.01_l1e-04_h1e+06.txt
701.7038,0.1,4.401084037041072e-07,2.9416377248030374e-07,2.940636078271324e-07,2.9421661046087654e-07,27.17667,abundance,21.23154,abundance,sigma701.7038_W0.1_l1e-04_h1e+06.txt
701.7038,0.1,4.4010741557132963e-07,2.9416377248030374e-07,2.940636078271324e-07,2.9421661046087654e-07,27.17667,abundance,21.23154,abundance,sigma701.7038_W0.1_l1e-09_h1e+01.txt
701.7038,0.2030918,5.747118221605482e-06,3.841803439047339e-06,3.840510585604031e-06,3.842412447176274e-06,385.8408,abundance,293.3577,abundance,sigma701.7038_W0.2030918_l1e-04_h1e+06.txt
701.7038,0.2030918,5.74712129913445e-06,3.841803439047339e-06,3.840510585604031e-06,3.842412447176274e-06,385.8408,abundance,293.3577,abundance,sigma701.7038_W0.2030918_l1e-09_h1e+01.txt
701.7038,0.4124626,5.245854089768691e-05,3.5063528485853346e-05,3.5063528485853346e-05,3.50762930022806e-05,4384.472,abundance,4384.472,abundance,sigma701.7038_W0.4124626_l1e-04_h1e+06.txt
701.7038,0.4124626,5.245870153508153e-05,3.5063528485853346e-05,3.5063528485853346e-05,3.50762930022806e-05,4384.472,abundance,4384.472,abundance,sigma701.7038_W0.4124626_l1e-09_h1e+01.txt
701.7038,0.8376776,0.0003219778917452,0.00021513056608209017,0.00021513056608209017,0.00021528002674908956,51543.6,abundance,51543.6,abundance,sigma701.7038_W0.8376776_l1e-04_h1e+06.txt
701.7038,0.8376776,0.0003219794297057,0.00021513056608209017,0.00021513056608209017,0.00021528002674908956,51543.6,abundance,51543.6,abundance,sigma701.7038_W0.8376776_l1e-09_h1e+01.txt
701.7038,1000.0,0.0068456298590294,0.03941873197797245,0.029728092516541807,0.06106590043468797,11628760000.0,abundance,3370858000.0,abundance,sigma701.7038_W1000.0_l1e-04_h1e+06.txt
701.7038,119.3777,0.0068430403679445,0.04057687136253664,0.030168785474106275,0.06159721102573982,11628760000.0,abundance,3370858000.0,abundance,sigma701.7038_W119.3777_l1e-04_h1e+06.txt
