sigma,omega,fdm_trap,fdm_vegas,meq_vegas,Q_f,Q_m,M_lo,M_hi,file
58.1709133,1.14504757,3.311068939186678e-08,3.311063808387742e-08,366.6938593435158,0.8683835743168331,0.12093957933573052,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W1.14504757_l1e-04_h1e+06.txt
581.709133,1.14504757,0.000396197150148264,0.0003961976313400406,425.39523965090024,0.21308019166996472,0.21308019166996472,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W1.14504757_l1e-04_h1e+06.txt
58.1709133,12.2527986,4.627297007995457e-05,4.627293505564305e-05,135760.31925306594,0.7171637486539886,0.20532777928734652,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W12.2527986_l1e-04_h1e+06.txt
581.709133,12.2527986,0.005568088088437088,0.0055680807710584285,15978.82258430187,0.5726880889480537,0.5726880889480537,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W12.2527986_l1e-04_h1e+06.txt
58.1709133,131.113394,7.334191503199535e-05,7.334170047948662e-05,183508.73938725865,0.803929768486332,0.38288015214194093,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W131.113394_l1e-04_h1e+06.txt
581.709133,131.113394,0.0057677766996959605,0.005767774639288991,16693.821161610726,0.13534532607315078,0.13534532607315078,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W131.113394_l1e-04_h1e+06.txt
58.1709133,1.606506,1.4713102956109969e-07,1.4713105090948886e-07,1108.4601134385457,0.9815125860688404,0.8823982484576904,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W1.606506_l1e-04_h1e+06.txt
581.709133,1.606506,0.0008275038542112986,0.0008275014668271114,1095.0965760679487,0.0023029505399028735,0.0023029505399028735,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W1.606506_l1e-04_h1e+06.txt
58.1709133,17.190722,5.805617503290577e-05,5.805610998022226e-05,158482.66024040116,0.16521843102152414,0.16521843102152414,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W17.190722_l1e-04_h1e+06.txt
581.709133,17.190722,0.005671902700597399,0.005671908750629379,16353.577215783873,0.25510621153221436,0.25510621153221436,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W17.190722_l1e-04_h1e+06.txt
58.1709133,183.95258,7.351838838218737e-05,7.351837290590153e-05,183865.0636264194,0.20873549214631948,0.20873549214631948,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W183.95258_l1e-04_h1e+06.txt
581.709133,183.95258,0.005769630557873836,0.005769630118289198,16702.08829670746,0.31874124801105963,0.034552642072883076,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W183.95258_l1e-04_h1e+06.txt
58.1709133,2.2539339,5.519645217561869e-07,5.519668214813966e-07,3182.633867654323,0.9645236180336945,0.9273334925691531,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W2.2539339_l1e-04_h1e+06.txt
581.709133,2.2539339,0.0015987218186064,0.0015987219605314653,2705.3840877214507,0.0486891595049267,0.0486891595049267,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W2.2539339_l1e-04_h1e+06.txt
58.1709133,24.118647,6.529377945425393e-05,6.52936920195092e-05,171040.43584105058,0.013992576217116942,0.013992576217116942,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W24.118647_l1e-04_h1e+06.txt
581.709133,24.118647,0.005727928035477847,0.005727942000088921,16566.603382779147,0.8373150018728097,0.7706172918881032,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W24.118647_l1e-04_h1e+06.txt
58.1709133,258.086154,7.356690633181986e-05,7.356679093090326e-05,183856.285037408,0.002833753366160924,0.002833753366160924,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W258.086154_l1e-04_h1e+06.txt
581.709133,258.086154,0.005769488340398061,0.00576948574438462,16700.83304412373,0.4910936443104753,0.4910936443104753,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W258.086154_l1e-04_h1e+06.txt
58.1709133,3.16227766,1.8816451706940445e-06,1.8816438025041855e-06,8991.832578111402,0.958222120261311,0.2801304297049976,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W3.16227766_l1e-04_h1e+06.txt
581.709133,3.16227766,0.0027208805119695156,0.00272088595380242,5807.569911829202,0.5683337211085607,0.255716875934625,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W3.16227766_l1e-04_h1e+06.txt
58.1709133,33.8385515,6.928754365774351e-05,6.928741955528976e-05,177483.843600621,0.7031015624986061,0.6926885914410572,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W33.8385515_l1e-04_h1e+06.txt
581.709133,33.8385515,0.005751991003548063,0.00575198496567196,16648.77802951985,0.16849841245470687,0.16849841245470687,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W33.8385515_l1e-04_h1e+06.txt
58.1709133,362.095835,7.361577429356921e-05,7.361561305188263e-05,183951.15873456726,0.34546019555245067,0.34546019555245067,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W362.095835_l1e-04_h1e+06.txt
581.709133,362.095835,0.0057696008169066965,0.005769604689402843,16700.658642269525,0.6302241673394875,0.6302241673394875,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W362.095835_l1e-04_h1e+06.txt
58.1709133,4.43668733,6.08059841119587e-06,6.0806070751518605e-06,25320.259362505527,0.6097897384116844,0.5701384669090983,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W4.43668733_l1e-04_h1e+06.txt
581.709133,4.43668733,0.003945358362258162,0.00394536262831274,9892.868242119455,0.2658144471300472,0.2658144471300472,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W4.43668733_l1e-04_h1e+06.txt
58.1709133,47.4756138,7.139858511316908e-05,7.139855853512231e-05,180718.72682055848,0.21408667317421767,0.21408667317421767,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W47.4756138_l1e-04_h1e+06.txt
581.709133,47.4756138,0.005760565486407234,0.005760569015206475,16673.222724623534,0.16064512455312552,0.1325433147530434,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W47.4756138_l1e-04_h1e+06.txt
58.1709133,508.021805,7.36261657467277e-05,7.362612911738211e-05,183949.2735599631,0.9120902003243998,0.3353811659242397,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W508.021805_l1e-04_h1e+06.txt
581.709133,508.021805,0.00577019691425966,0.005770195047452072,16703.789852328126,0.5875069691335133,0.19486695909544252,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W508.021805_l1e-04_h1e+06.txt
58.1709133,6.22468884,1.5670231996016284e-05,1.5670221369546484e-05,58217.41635758109,0.3869106537219211,0.005877268262668747,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W6.22468884_l1e-04_h1e+06.txt
581.709133,6.22468884,0.004855037613529279,0.004855041254311041,13283.598232947845,0.5236802522728821,0.5236802522728821,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W6.22468884_l1e-04_h1e+06.txt
58.1709133,66.6084629,7.252089872902331e-05,7.25209845558489e-05,182348.7452845793,0.511786674793397,0.47745825117905427,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W66.6084629_l1e-04_h1e+06.txt
581.709133,66.6084629,0.005765187592764418,0.005765183089116106,16689.353727568912,0.9582502135002984,0.9401756695909397,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W66.6084629_l1e-04_h1e+06.txt
58.1709133,712.756483,7.363547268535182e-05,7.363545802334325e-05,183977.9817915675,0.3965327281947605,0.3287695455575427,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W712.756483_l1e-04_h1e+06.txt
581.709133,712.756483,0.005770154624737185,0.0057701482865850084,16703.531072239653,0.9215685819511992,0.9215685819511992,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W712.756483_l1e-04_h1e+06.txt
58.1709133,8.73326162,3.068626963005818e-05,3.068629792441203e-05,100152.37938789299,0.7826214321870919,0.7826214321870919,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W8.73326162_l1e-04_h1e+06.txt
581.709133,8.73326162,0.005300189399426561,0.005300189967199918,14935.85567999329,0.05456726298581977,0.05456726298581977,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W8.73326162_l1e-04_h1e+06.txt
58.1709133,93.4519215,7.305431130435708e-05,7.305429823288951e-05,183144.23467087885,0.33381116868419225,0.33381116868419225,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma58.1709133_W93.4519215_l1e-04_h1e+06.txt
581.709133,93.4519215,0.005765816719812446,0.005765804373118843,16689.0461719877,0.20154687125492693,0.20154687125492693,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/B15/sigma581.709133_W93.4519215_l1e-04_h1e+06.txt
582.2382,0.01,1.4106308351762775e-12,1.4106289775450048e-12,0.0002648792417730829,0.5226279979988618,0.1765037142101108,0.0001,0.6708992,/data/homezvol0/jgpaine/sashimi+DD/LSST1/sigma582.2382_W0.01_l1e-04_h1e+06.txt
58.48035,0.2,5.1018882965515996e-12,5.101891029142531e-12,1.302091680903423,0.6988819729517058,0.25472830697487764,0.0001,6777.182,/data/homezvol0/jgpaine/sashimi+DD/out2_100pt/sigma58.48035_W0.2_l1e-02_h1e+06.txt
58.48035,0.5152603,8.501611110988055e-10,8.501613165618497e-10,28.96933189467939,0.13710132678444262,0.13710132678444262,0.0001,258827.3,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W0.5152603_l1e-02_h1e+06.txt
58.48035,1000.0,7.475080402208375e-05,7.475072691504191e-05,183420.73595504038,0.4372999955441408,0.4372999955441408,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/out2_100pt/sigma58.48035_W1000.0_l1e-02_h1e+06.txt
58.48035,1.327466,6.741212557695285e-08,6.741224004906995e-08,603.1398467969406,0.5862069830071902,0.5862069830071902,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/out2_100pt/sigma58.48035_W1.327466_l1e-02_h1e+06.txt
58.48035,150.663,7.459838605410037e-05,7.459834413911676e-05,183286.61419080966,0.6060989506893555,0.008613901584321083,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W150.663_l1e-02_h1e+06.txt
58.48035,22.69935,6.537231252926963e-05,6.53723967935442e-05,168997.23216499796,0.9595743905871988,0.4978707432311129,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W22.69935_l1e-02_h1e+06.txt
58.48035,3.419952,2.5682371993474366e-06,2.568236210749763e-06,11541.51754619668,0.6353469117767903,0.4452443588423347,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W3.419952_l1e-02_h1e+06.txt
58.48035,388.1533,7.474065457475232e-05,7.474056080888285e-05,183387.93505252662,0.03621673878193326,0.02741191201488907,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W388.1533_l1e-02_h1e+06.txt
58.48035,58.48035,7.328576133457512e-05,7.328584310572208e-05,181284.93789096593,0.5197563944983338,0.44008497587822504,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W58.48035_l1e-02_h1e+06.txt
58.48035,8.810827,3.169575989032847e-05,3.169572266931321e-05,101153.84466747714,0.38736900339313785,0.38736900339313785,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/bounds/sigma58.48035_W8.810827_l1e-02_h1e+06.txt
5878.016,0.1,0.0006367253989732462,0.0006367268424759273,0.2269359278663799,0.6217782554220023,0.4793311608675348,0.0001,50166.36,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W0.1_l1e-04_h1e+06.txt
5878.016,0.1,0.0006367253989732462,0.0006367254606319163,0.22693366572189463,0.9863185444597256,0.633652280523862,0.0001,50166.36,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W0.1_l1e-09_h1e+01.txt
5878.016,0.2030918,0.002180864542945275,0.0021808654481111824,1.3736041714042426,0.46905984146526547,0.408842652595123,0.0001,713098.1,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W0.2030918_l1e-04_h1e+06.txt
5878.016,0.2030918,0.002180864542945275,0.0021808636545336017,1.3736110112350004,0.06876505842042806,0.06876505842042806,0.0001,713098.1,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W0.2030918_l1e-09_h1e+01.txt
5878.016,0.4124626,0.005535771456015659,0.005535754142013857,6.483857219408852,0.21682741614754497,0.21682741614754497,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W0.4124626_l1e-04_h1e+06.txt
5878.016,0.4124626,0.005535771456015659,0.005535783148455976,6.483893157021888,0.7030071208585922,0.30360758845757996,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W0.4124626_l1e-09_h1e+01.txt
5878.016,0.8376776,0.011027525199752888,0.011027482520978104,22.942167410458392,0.15669819990647751,0.15669819990647751,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W0.8376776_l1e-04_h1e+06.txt
5878.016,0.8376776,0.011027525199752888,0.011027555082064659,22.94239838967994,0.7848988867134886,0.034776922717933687,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W0.8376776_l1e-09_h1e+01.txt
5878.016,1000.0,0.016738739308429847,0.016738711428519078,51.468805718686006,0.9622347051935205,0.6203609368145457,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W1000.0_l1e-04_h1e+06.txt
5878.016,119.3777,0.016738845727084593,0.016738847764813696,51.46990231018248,0.5305705303820724,0.420729135855908,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W119.3777_l1e-04_h1e+06.txt
5878.016,14.25103,0.016763761487107447,0.0167637386847575,51.62180241736726,0.8268203404667545,0.4260085600328801,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W14.25103_l1e-04_h1e+06.txt
5878.016,14.25103,0.016763761487107447,0.01676375137917406,51.62207018944868,0.33248909035365404,0.13835384964394615,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W14.25103_l1e-09_h1e+01.txt
5878.016,1.701254,0.017255306635646495,0.017255282512304338,54.64574060844982,0.4170874533192872,0.4170874533192872,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W1.701254_l1e-04_h1e+06.txt
5878.016,1.701254,0.017255306635646495,0.01725530502313622,54.64574487627773,0.44002627966509655,0.3139541329053872,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W1.701254_l1e-09_h1e+01.txt
5878.016,242.4462,0.016738558611432544,0.016738565559137185,51.468067140112595,0.9996844600691688,0.15908549346830847,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W242.4462_l1e-04_h1e+06.txt
5878.016,28.94266,0.01674468349425873,0.016744676287710845,51.50485208619797,0.09639966703294962,0.09639966703294962,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W28.94266_l1e-04_h1e+06.txt
5878.016,28.94266,0.01674468349425873,0.016744679518830775,51.50495085280833,0.7289299473166466,0.30091498720961574,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W28.94266_l1e-09_h1e+01.txt
5878.016,3.455107,0.01762922683489846,0.017629240913651534,57.01045315465223,0.13062219883354484,0.13062219883354484,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W3.455107_l1e-04_h1e+06.txt
5878.016,3.455107,0.01762922683489846,0.01762923109807467,57.01038979532147,0.17307462092568895,0.17307462092568895,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W3.455107_l1e-09_h1e+01.txt
5878.016,492.3883,0.016738211364473704,0.01673822780894866,51.46594950900589,0.951178204692664,0.09589793912925575,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W492.3883_l1e-04_h1e+06.txt
5878.016,58.78016,0.01673866143753723,0.016738662756575238,51.4683609962688,0.9439387930119759,0.28173383327387,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W58.78016_l1e-04_h1e+06.txt
5878.016,58.78016,0.01673866143753723,0.016738658795552513,51.46848622873106,0.1218388407446561,0.1218388407446561,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W58.78016_l1e-09_h1e+01.txt
5878.016,7.017038,0.016912327509064903,0.01691231136277395,52.53024869677639,0.30068492610203745,0.30068492610203745,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/high/sigma5878.016_W7.017038_l1e-04_h1e+06.txt
5878.016,7.017038,0.016912327509064903,0.016912332095564624,52.53056000382575,0.23687476333667395,0.02293669697891236,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Roman1/sigma5878.016_W7.017038_l1e-09_h1e+01.txt
5899.74626,0.016155981,5.622260483785762e-06,5.622254168738483e-06,0.001517526907902398,0.10523070131549725,0.10523070131549725,0.0001,47.27641,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.016155981_l1e-04_h1e+06.txt
5899.74626,0.01,9.683273032594106e-07,9.683288406130049e-07,0.0005168182150701234,0.8177473478795452,0.6872910038606069,0.0001,7.435191,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.01_l1e-04_h1e+06.txt
5899.74626,0.0261015722,2.497958698713644e-05,2.4979559618332264e-05,0.005401027851763601,0.9109362323143061,0.9109362323143061,0.0001,299.0195,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.0261015722_l1e-04_h1e+06.txt
5899.74626,0.0421696503,9.248864471042956e-05,9.248883694258373e-05,0.020795625581862365,0.4032502167055755,0.4032502167055755,0.0001,1876.391,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.0421696503_l1e-04_h1e+06.txt
5899.74626,0.0681292069,0.00028997968480672044,0.00028997861324000677,0.08017524417015516,0.36578260806768403,0.3391624260317574,0.0001,11697.83,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.0681292069_l1e-04_h1e+06.txt
5899.74626,0.110069417,0.0007781172284772108,0.0007781154794711268,0.29536961057263905,0.4967644549045698,0.4967644549045698,0.0001,71583.35,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.110069417_l1e-04_h1e+06.txt
5899.74626,0.177827941,0.0017945346016600226,0.0017945320859658262,1.00234459938118,0.43562878060277177,0.43562878060277177,0.0001,435256.7,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.177827941_l1e-04_h1e+06.txt
5899.74626,0.287298483,0.0035920657879476028,0.003592067556232182,3.045742398607622,0.050135483261426916,0.050135483261426916,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.287298483_l1e-04_h1e+06.txt
5899.74626,0.464158883,0.006345758053668346,0.00634577296212393,8.15403268789045,0.5330586842857266,0.47919767075386177,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.464158883_l1e-04_h1e+06.txt
5899.74626,0.749894209,0.010084907801273312,0.010084913671047706,19.128398558357453,0.9458077489546273,0.47069149396587817,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W0.749894209_l1e-04_h1e+06.txt
5899.74626,1000.0,0.016748114633557094,0.016748114226545416,50.92170885125987,0.5286584198927163,0.5286584198927163,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W1000.0_l1e-04_h1e+06.txt
5899.74626,1.21152766,0.014642191859315692,0.014642207525504864,39.12319028358859,0.27637766504068895,0.05098877710589171,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W1.21152766_l1e-04_h1e+06.txt
5899.74626,13.3352143,0.01678084683038758,0.016780841788364052,51.11393865680337,0.7001064715761253,0.22290280397009937,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W13.3352143_l1e-04_h1e+06.txt
5899.74626,146.779927,0.016749138311433355,0.01674912636858312,50.92800018123009,0.5811005379298084,0.5795252535233647,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W146.779927_l1e-04_h1e+06.txt
5899.74626,1.95734178,0.01783482795175416,0.017834830901443024,57.58596703072548,0.25804237635090915,0.025204065954127435,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W1.95734178_l1e-04_h1e+06.txt
5899.74626,21.5443469,0.016754471902261623,0.01675446527703046,50.95950840477025,0.019087018240485785,0.019087018240485785,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W21.5443469_l1e-04_h1e+06.txt
5899.74626,237.137371,0.01674743297844267,0.016747425925215876,50.918039554663025,0.06329992595142117,0.06329992595142117,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W237.137371_l1e-04_h1e+06.txt
5899.74626,3.16227766,0.017816920237121753,0.01781692533454499,57.50577308266116,0.7567745254783947,0.7567745254783947,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W3.16227766_l1e-04_h1e+06.txt
5899.74626,34.8070059,0.01675227941877438,0.016752289022558705,50.94581587579143,0.5501766248049615,0.15409264133820708,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W34.8070059_l1e-04_h1e+06.txt
5899.74626,383.118685,0.016748260303930573,0.016748270773205013,50.922907384048386,0.6573796847691504,0.6573796847691504,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W383.118685_l1e-04_h1e+06.txt
5899.74626,5.10896977,0.017136059277540472,0.017136064319349772,53.26270347852822,0.11830684787407074,0.11830684787407074,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W5.10896977_l1e-04_h1e+06.txt
5899.74626,56.2341325,0.016749162440863146,0.01674915982676108,50.927386131579105,0.2228396456548242,0.021263407099591673,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W56.2341325_l1e-04_h1e+06.txt
5899.74626,618.965819,0.01674811947827401,0.01674812771205599,50.922052686217754,0.4686459605624195,0.4686459605624195,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W618.965819_l1e-04_h1e+06.txt
5899.74626,8.25404185,0.016843933674656614,0.016843951426904313,51.49145598714228,0.33382150741413175,0.33382150741413175,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W8.25404185_l1e-04_h1e+06.txt
5899.74626,90.8517576,0.01674967896345732,0.016749702865841026,50.93065684072581,0.6889876706598821,0.6889876706598821,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/A14/sigma5899.74626_W90.8517576_l1e-04_h1e+06.txt
5.940689,0.2201598,2.946130091574034e-20,2.9461403662097746e-20,0.8397998695113447,0.2977347478589536,0.2977347478589536,0.0001,780.9133,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma5.940689_W0.2201598_l1e-04_h1e+06.txt
596.382,0.1119344,3.137244504351782e-07,3.1372587419102187e-07,0.3503439311982649,0.8952629792510319,0.5475743058130751,0.0001,8134.994,/data/homezvol0/jgpaine/sashimi+DD/band15/sigma596.382_W0.1119344_l1e-04_h1e+06.txt
59.94843,0.01,1.013647367928742e-21,1.0136468753964042e-21,0.00020243414830931338,0.30182265557922816,0.30182265557922816,0.0001,0.05204156,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W0.01_l1e-02_h1e+06.txt
59.94843,0.03593814,9.12214005160391e-17,9.122136512448412e-17,0.004197064173801071,0.9589822554489427,0.4763280236142686,0.0001,8.57771,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W0.03593814_l1e-02_h1e+06.txt
59.94843,0.129155,4.3904499934436897e-13,4.3904565665585836e-13,0.30138923668034595,0.3753967111957387,0.3753967111957387,0.0001,1275.5,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W0.129155_l1e-02_h1e+06.txt
59.94843,0.4641589,5.759795397080999e-10,5.759792632748711e-10,20.670887249396177,0.6772366531377869,0.11334009985415085,0.0001,177785.3,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W0.4641589_l1e-02_h1e+06.txt
59.94843,1000.0,8.028356893995461e-05,8.028379447441668e-05,180810.60628633574,0.9929320018457459,0.17028989320901117,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W1000.0_l1e-02_h1e+06.txt
59.94843,1.668101,1.9660449520746299e-07,1.9660393206848113e-07,1241.715585206081,0.4832920798097239,0.32050429418052806,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W1.668101_l1e-02_h1e+06.txt
59.94843,21.54435,6.941197372438674e-05,6.941185865986546e-05,165152.20422511108,0.02006918288736386,0.02006918288736386,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W21.54435_l1e-02_h1e+06.txt
59.94843,278.2559,8.023368281269911e-05,8.023367451002379e-05,180733.510076771,0.35417419149031515,0.35417419149031515,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W278.2559_l1e-02_h1e+06.txt
59.94843,5.994843,1.6041177125374356e-05,1.6041173838465678e-05,53628.744034955955,0.21695671364321772,0.21695671364321772,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W5.994843_l1e-02_h1e+06.txt
59.94843,77.42637,7.94256609423372e-05,7.942563636604419e-05,179702.1791822991,0.16623419458205185,0.015824655679198378,0.0001,1000000.0,/data/homezvol0/jgpaine/sashimi+DD/Bnds+grid/sigma59.94843_W77.42637_l1e-02_h1e+06.txt
